low_threshold,high_threshold,edge_density,num_components,avg_component_length,precision,recall,f1_score
50,150,0.08319311403423553,188.3,70.0069044366708,0.5829604184377383,0.3625852375165206,0.4180554829077344
50,200,0.06962973037739392,116.2,93.96983027617588,0.6207528943440984,0.3130750339571418,0.3812241768471524
100,150,0.06187200860098056,293.5,33.361024633798934,0.6170476205573804,0.2876206490780336,0.36147693118656904
100,200,0.05070822080167875,155.7,51.51879340229283,0.6413779958898561,0.24335832545328678,0.32124629010344574
